param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,girgis_estimate,girgis_mse,girgis_time,status
alpha,0.05,2000,20,0.05,uniform,0.7,781020512,-0.0010494147188763315,1.1049428398414386e-06,0.0009174346923828125,0.013118484006006067,0.00017204876621787306,0.02830672264099121,-0.43711122491939275,0.19106775100223275,0.2337181568145752,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2678185529,-0.03193930488186617,0.0010208726090270954,0.0008091926574707031,0.02735891558345912,0.0007478651536763685,0.027747631072998047,-0.4758098462572384,0.226406231688052,0.24648284912109375,ok
alpha,0.05,2000,20,0.05,uniform,0.7,947380072,-0.016176399388974298,0.00026300016786131767,0.0008745193481445312,0.019020099039408142,0.000360210735355482,0.02486443519592285,0.3957421826401705,0.15657952049434526,0.1980454921722412,ok
alpha,0.05,2000,20,0.05,uniform,0.7,4204554059,0.031106448347012858,0.0009712924193393201,0.0005967617034912109,0.006308300631931189,4.054399829763686e-05,0.027300119400024414,0.49635165347566934,0.24642365234245822,0.2510719299316406,ok
alpha,0.05,2000,20,0.05,uniform,0.7,727841268,0.009448623453448943,8.848061549563766e-05,0.0008499622344970703,-0.02497109472834244,0.0006256654096079273,0.02776503562927246,0.4752281877769926,0.22580171354854112,0.2758646011352539,ok
alpha,0.05,2000,20,0.05,uniform,0.7,1369685350,0.011168537221946707,0.0001242821092476746,0.00042891502380371094,-0.053886220078045506,0.0029059181481051453,0.012119531631469727,0.5524172395974727,0.3051423251686685,0.23941636085510254,ok
alpha,0.05,2000,20,0.05,uniform,0.7,259495031,0.007543856516034568,5.69563409295816e-05,0.0008604526519775391,0.009503506467496701,9.037529982566087e-05,0.028316974639892578,0.5179066688037971,0.26823051409274157,0.30059123039245605,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2028053869,0.021814271416251176,0.00047595044085721114,0.0008182525634765625,0.02717352552802012,0.0007385101124348341,0.026505231857299805,0.5168650499619757,0.26715156492399944,0.2736213207244873,ok
alpha,0.05,2000,20,0.05,uniform,0.7,470475814,0.03702946691261807,0.0013734394835887085,0.0003573894500732422,0.00380386494902716,1.470218240153984e-05,0.011165380477905273,0.44523511919843484,0.1982614516479365,0.20741581916809082,ok
alpha,0.05,2000,20,0.05,uniform,0.7,1051880743,-0.023363764672609613,0.0005430866698459524,0.0006721019744873047,0.021110512375944225,0.0004481713154049106,0.02543330192565918,0.5331684607345448,0.2843321057496331,0.24951910972595215,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2690882795,-0.007803917542475066,6.050822936302244e-05,0.0011065006256103516,0.029562057888121343,0.0008754066556466092,0.015417337417602539,0.4583043360883758,0.21006597645114009,0.26265597343444824,ok
alpha,0.05,2000,20,0.05,uniform,0.7,4125618433,-0.003476022533725473,1.2208590987379782e-05,0.0007197856903076172,0.02458203826685039,0.0006033891813066696,0.02507495880126953,0.47452152967722266,0.22515354569146964,0.24764442443847656,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2320123009,0.0028047381866731407,7.712125667946222e-06,0.0007643699645996094,0.018513257653771695,0.0003417170704196561,0.017039060592651367,-0.5155245150953441,0.2657940522233984,0.2729966640472412,ok
alpha,0.05,2000,20,0.05,uniform,0.7,1472501943,-0.01887195192791353,0.00035671046566240864,0.00039124488830566406,-0.022397036485625372,0.0005022916811339471,0.0152587890625,0.47404853330360536,0.22470795352249184,0.25039052963256836,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2954173373,0.02558019643748328,0.000654878766939363,0.00034880638122558594,-0.03877269035854679,0.0015025149403978593,0.0100555419921875,0.4452261575236057,0.1982355946071419,0.2527580261230469,ok
alpha,0.05,2000,20,0.05,uniform,0.7,3452587823,-0.025536704293881128,0.0006510670145159389,0.0007872581481933594,0.011228036912875149,0.0001265338443447686,0.00754857063293457,-0.5670216740211366,0.32149011652692133,0.2317054271697998,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2841777980,0.05449575347494975,0.0029703981972560413,0.002060413360595703,-0.01610778400894441,0.00025928013289779105,0.014711618423461914,0.47517863859691933,0.22580006642333555,0.2541165351867676,ok
alpha,0.05,2000,20,0.05,uniform,0.7,1346599503,0.06327205549071598,0.004005774602217664,0.0005025863647460938,-0.03974918551731813,0.0015784770343288306,0.02623891830444336,0.4762551479902157,0.2268371911966735,0.24619674682617188,ok
alpha,0.05,2000,20,0.05,uniform,0.7,1989427189,0.015889482594220253,0.00025220999087519053,0.0006117820739746094,0.005182302977607194,2.676966509218693e-05,0.026993989944458008,-0.4572185442419558,0.20905644380463168,0.26963043212890625,ok
alpha,0.05,2000,20,0.05,uniform,0.7,2387800701,0.0303210214574341,0.0009212600570567188,0.0006186962127685547,-0.01167518730672121,0.00013558140089982653,0.02578568458557129,0.5521379014196038,0.304890765856686,0.2438206672668457,ok
alpha,0.05,2000,20,0.05,uniform,0.7,3926379781,0.009333687738305431,8.700363884748551e-05,0.0006148815155029297,0.032486190451702215,0.0010549553906973102,0.02522420883178711,-0.4727457632296225,0.22349433706914848,0.22413301467895508,ok
alpha,0.05,2000,20,0.05,uniform,0.7,4243162185,-0.0038276368997568265,1.4887654739129746e-05,0.0004742145538330078,0.011717547628460386,0.0001365797083938218,0.01439666748046875,-0.5095008332896368,0.25962250109424373,0.23000526428222656,ok
alpha,0.05,2000,20,0.05,uniform,0.7,312743187,-0.030996053252494167,0.0009618300735513198,0.0006363391876220703,-0.042342227390119364,0.0017943322836512176,0.017342567443847656,0.4550540333566031,0.2070583994533846,0.20865345001220703,ok
