param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,girgis_estimate,girgis_mse,girgis_time,status
alpha,0.05,2000,20,0.05,normal,0.7,1369685350,-0.03218288564619333,0.0009655504225149783,0.0005958080291748047,-0.0017847413638342501,4.558450124944132e-07,0.012817144393920898,0.4540647886160081,0.20718370439869732,0.165510892868042,ok
alpha,0.05,2000,20,0.05,normal,0.7,2678185529,-0.027510534835506154,0.00012989055545552868,0.0006012916564941406,0.021009960567136127,0.003590100716512842,0.013581275939941406,0.45129634280659353,0.24029979634056534,0.27006101608276367,ok
alpha,0.05,2000,20,0.05,normal,0.7,781020512,-0.009488850889506014,0.003903665470412529,0.001390218734741211,0.014470151219538074,0.0014838149167769956,0.025228023529052734,0.5330453078418723,0.23045264786094247,0.29204607009887695,ok
alpha,0.05,2000,20,0.05,normal,0.7,4204554059,-0.0427521684864782,0.00010571207714617743,0.0006043910980224609,-0.014567995032570018,0.0003205007805832079,0.02815556526184082,0.48539700387385853,0.26818678328633505,0.24295425415039062,ok
alpha,0.05,2000,20,0.05,normal,0.7,947380072,0.01738649049692337,0.00022398438728203035,0.0009701251983642578,0.035419904998025414,9.408369455688721e-06,0.02787041664123535,-0.5122670886264944,0.296610603551986,0.20705103874206543,ok
alpha,0.05,2000,20,0.05,normal,0.7,259495031,0.04801533327627456,0.0027269455132693876,0.00041031837463378906,0.014985330416065925,0.0003682622790891883,0.008252620697021484,0.47964044660976207,0.23410625225970147,0.22577357292175293,ok
alpha,0.05,2000,20,0.05,normal,0.7,727841268,0.009628167097018771,0.0004901123727653929,0.0008673667907714844,-0.006344876632093948,3.8012625591242087e-05,0.028331518173217773,0.5489823416587613,0.3152740030557557,0.2884097099304199,ok
alpha,0.05,2000,20,0.05,normal,0.7,2028053869,0.06106702343946981,0.011470162948036731,0.00047588348388671875,0.0024530352601177794,0.002350781498327677,0.007959604263305664,-0.5327407132811741,0.23688554369980844,0.24181294441223145,ok
alpha,0.05,2000,20,0.05,normal,0.7,1472501943,-0.0055222151186428885,0.0004718932202496965,0.0007188320159912109,0.08425370727236475,0.004631186175998048,0.02544713020324707,0.5231479520342467,0.2569953254728192,0.11295270919799805,ok
alpha,0.05,2000,20,0.05,normal,0.7,470475814,0.04910250118673514,0.005799773803820314,0.0007925033569335938,-4.1026464448281175e-05,0.0007296869522405562,0.015015125274658203,-0.48535256075821587,0.21003780470251504,0.20179200172424316,ok
alpha,0.05,2000,20,0.05,normal,0.7,1051880743,-0.023148571546813337,0.004034702775478752,0.0007164478302001953,0.024034183030866806,0.012254947158581081,0.017969369888305664,0.558538606520613,0.41629141257546814,0.22935891151428223,ok
alpha,0.05,2000,20,0.05,normal,0.7,2690882795,-0.040857825165128564,0.0077903870389508315,0.0007202625274658203,0.0090641279024853,0.0014700488552588135,0.021631240844726562,-0.5011018700077285,0.3008601638674821,0.2429511547088623,ok
alpha,0.05,2000,20,0.05,normal,0.7,4125618433,-0.025257957709969112,0.007357056962811822,0.0005929470062255859,-0.03296392094330543,0.00873837044218484,0.013957023620605469,0.5237881412539841,0.21462169722461374,0.25122666358947754,ok
alpha,0.05,2000,20,0.05,normal,0.7,2320123009,-0.03954627533138639,0.007251498684038533,0.0006268024444580078,-0.012397144260422618,0.012612382258287052,0.02463674545288086,0.5024820366737672,0.3933598249926639,0.24369215965270996,ok
alpha,0.05,2000,20,0.05,normal,0.7,2954173373,0.005136989475731559,1.6950004829062633e-06,0.0005476474761962891,0.023021094224359023,0.0003681036163396475,0.015105247497558594,-0.5690252727406462,0.3281689695737469,0.2255411148071289,ok
alpha,0.05,2000,20,0.05,normal,0.7,3452587823,-0.006018690725474752,0.001589352443946134,0.0006215572357177734,0.023867162688340087,9.961696687022107e-05,0.023195981979370117,-0.4906266030039102,0.27507360149403887,0.22478795051574707,ok
alpha,0.05,2000,20,0.05,normal,0.7,2387800701,-0.03748110778901448,0.0013939814907829348,0.0006279945373535156,-0.05717729765212138,0.0032526776992888376,0.020041465759277344,0.5210845656399068,0.27168030831735457,0.1598951816558838,ok
alpha,0.05,2000,20,0.05,normal,0.7,2841777980,-0.050069768227903474,0.00152246681319431,0.0005447864532470703,-0.006250147742469636,2.30478699812722e-05,0.018921375274658203,0.5853785761864573,0.35572820053693566,0.26010584831237793,ok
alpha,0.05,2000,20,0.05,normal,0.7,3926379781,-0.0049982366799267396,0.0010664463520402298,0.0006415843963623047,0.01476455406975749,0.00016624748545882346,0.025310516357421875,0.5587822140993036,0.2820926615036849,0.19029688835144043,ok
alpha,0.05,2000,20,0.05,normal,0.7,1989427189,-0.022736568658959993,0.0003392803560557645,0.00033402442932128906,0.02011343944942888,0.0005968465753189984,0.0074253082275390625,-0.5217546379159778,0.26774170481924375,0.24031591415405273,ok
alpha,0.05,2000,20,0.05,normal,0.7,1346599503,-0.011167761658222773,0.005980894698353541,0.0006520748138427734,0.024455733640255665,0.01275990279341553,0.025351285934448242,-0.512839865107769,0.18006092127280882,0.2639915943145752,ok
alpha,0.05,2000,20,0.05,normal,0.7,312743187,-0.05031953555986075,0.0022937604311702793,0.0005259513854980469,-0.010073483809915315,5.84791677467979e-05,0.0215604305267334,0.4449670530170638,0.20016082709479632,0.22014164924621582,ok
alpha,0.05,2000,20,0.05,normal,0.7,2390268618,0.019972976372219037,0.00010220037915577698,0.0005083084106445312,0.009119368155120388,5.538156299167642e-07,0.026514530181884766,0.4682625365947867,0.2101296253601686,0.20354247093200684,ok
alpha,0.05,2000,20,0.05,normal,0.7,4243162185,0.019498562498891585,0.0026196722303661294,0.00047516822814941406,0.04059652323577072,0.0009050935650425204,0.015365839004516602,0.4761143849642923,0.16437598945507234,0.2738609313964844,ok
alpha,0.05,2000,20,0.05,normal,0.7,3194031095,-0.02537967556942671,0.004853050286108373,0.0004711151123046875,-0.030319902236511126,0.0055657664233184165,0.014201164245605469,-0.4929309782844421,0.288600107114386,0.20992588996887207,ok
alpha,0.05,2000,20,0.05,normal,0.7,1803210951,0.01211171866265603,0.002325718650092467,0.0007498264312744141,-0.000879805302092084,0.0012414475332037564,0.024225711822509766,-0.4923627216939608,0.20816290825580525,0.2577488422393799,ok
alpha,0.05,2000,20,0.05,normal,0.7,1863184316,-0.026099561521214468,0.0003582842383923338,0.0006470680236816406,-0.03947378749978644,3.084882318920816e-05,0.025627851486206055,-0.45554700376911733,0.16852588596031548,0.23491573333740234,ok
alpha,0.05,2000,20,0.05,normal,0.7,1139351029,0.04846776842430881,0.0011618419292532267,0.000614166259765625,0.010781602212788734,0.005151215486798437,0.026226520538330078,0.5552543370031232,0.22344601429054714,0.2637479305267334,ok
alpha,0.05,2000,20,0.05,normal,0.7,1100160589,0.03211082719302972,1.0707563919803284e-05,0.0003209114074707031,0.026290337827369278,8.267775316561609e-05,0.008969545364379883,0.48202606133939013,0.19948996295032578,0.24500322341918945,ok
alpha,0.05,2000,20,0.05,normal,0.7,3387436816,-0.020611772709633897,1.3123911634943923e-06,0.0006191730499267578,-0.027622096548453344,6.651903531077803e-05,0.025021076202392578,0.41499287131775714,0.18875466404565433,0.2727022171020508,ok
alpha,0.05,2000,20,0.05,normal,0.7,845025431,0.05775914084710231,0.011355485475192472,0.0003540515899658203,0.006856347786804065,0.0030979607047861126,0.032117366790771484,0.47973781841582147,0.2793553749738124,0.19172453880310059,ok
alpha,0.05,2000,20,0.05,normal,0.7,1705053442,-0.006044366348173788,7.340317296488427e-05,0.0005388259887695312,0.03192445431246625,0.0021656352063014247,0.02414393424987793,0.4747430739791571,0.23946832140658858,0.2790699005126953,ok
alpha,0.05,2000,20,0.05,normal,0.7,2142071295,0.022225502433459023,0.008363416183915704,0.0003387928009033203,-0.018297992647673112,0.002593683588267006,0.0072329044342041016,0.5253644119800067,0.3535380108472504,0.15339088439941406,ok
alpha,0.05,2000,20,0.05,normal,0.7,1972023672,0.00040711895431606003,0.003737005036150106,0.00033354759216308594,0.005427622431075614,0.004376027769893893,0.02263474464416504,-0.424579343924971,0.13239076289786236,0.155181884765625,ok
alpha,0.05,2000,20,0.05,normal,0.7,378778862,-0.009340182103701805,0.002257781576303892,0.0005784034729003906,0.03499534638170262,1.011615679008899e-05,0.023572444915771484,0.4494701796144733,0.16916295399373252,0.18988275527954102,ok
alpha,0.05,2000,20,0.05,normal,0.7,4045147272,0.010406024281450014,1.3990527718481298e-05,0.0005872249603271484,-0.007171702069646356,0.0004544621438414083,0.023554325103759766,-0.4623724483656017,0.22707022777909758,0.22417283058166504,ok
alpha,0.05,2000,20,0.05,normal,0.7,3329482216,0.033329823009033456,0.006367986437532286,0.0003666877746582031,-0.023535987626550427,0.0005259616482518635,0.019441604614257812,0.5388029205480062,0.3425442058616568,0.254610538482666,ok
