param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,girgis_estimate,girgis_mse,girgis_time,status
alpha,0.05,2000,20,0.05,standard_t,0.7,781020512,0.009769783378556513,0.00905214134025075,0.0008609294891357422,0.06825800426207923,0.0236024727322523,0.029649019241333008,-0.4902998615201607,0.16396579675510542,0.2759723663330078,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,727841268,-0.042892139292948835,0.29247759050479144,0.00045418739318847656,-0.05275656952361864,0.2819052935307774,0.013534307479858398,-0.4933401337032022,0.008165648687495482,0.2675454616546631,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,2678185529,-0.06997506722909794,0.11670129251582788,0.0006120204925537109,-0.024163024623971994,0.1501002625780001,0.025645017623901367,-0.5017729260455027,0.008132820177119558,0.2642238140106201,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,947380072,-0.006037677141654582,0.0016666280015568983,0.0006194114685058594,-0.02667367084027328,0.0004075699520091073,0.01835465431213379,-0.5458787851578291,0.2490177192970876,0.24544477462768555,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,4204554059,0.041839455551644485,0.0564876720600786,0.0006246566772460938,0.006416112989760718,0.07458071277072796,0.015868425369262695,-0.45437735112598343,0.5385918309867395,0.2737236022949219,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,259495031,0.02785727995311151,0.13379989496843897,0.0009007453918457031,0.026241428441519686,0.13262039202626208,0.02730250358581543,-0.5021220858324721,0.026959238198791976,0.20291996002197266,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,1369685350,0.056431232735473826,0.08508426862130074,0.0009181499481201172,-0.06656909005161205,0.17196978763072893,0.01690077781677246,0.4789650696721632,0.017119565768007026,0.2121882438659668,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,2028053869,-0.004192689722235367,0.008154115738342502,0.0007555484771728516,0.006034359944733264,0.006411700198349823,0.02128005027770996,-0.4532267451637172,0.29088137708603756,0.2073829174041748,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,470475814,0.01949697340834714,0.023415829340239266,0.000652313232421875,-0.08146504990002587,0.06450804485663028,0.0172731876373291,0.4753537289083966,0.09170869745790612,0.22351408004760742,ok
alpha,0.05,2000,20,0.05,standard_t,0.7,1051880743,-0.02047453338862628,0.03139944912215583,0.0006439685821533203,0.017496913813344502,0.019384282796229238,0.024987459182739258,-0.5172841805607943,0.4542875177089033,0.19623541831970215,ok
