param_name,param_value,n,m,alpha,d,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,status
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",727841268,"[ 0.01184342 -0.05289788  0.05266382 -0.04384986 -0.01495211 -0.00784746
  0.04545736  0.00046198]",0.009976176834956428,0.002552509307861328,"[ 0.04718224  0.04913266  0.01688277  0.07322775  0.02013607  0.07994129
  0.04133025 -0.03625439]",0.020086109974400055,0.03370070457458496,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",781020512,"[ 0.05699759 -0.03890528  0.01019908  0.02946153  0.01018186 -0.01536718
  0.00873528  0.05600632]",0.009302849679797644,0.0031616687774658203,"[ 0.0532075  -0.00715722  0.03901908 -0.0303626  -0.01875528  0.02359646
 -0.04528098  0.06375469]",0.012329532383809,0.06432366371154785,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",2678185529,"[-0.01226193 -0.01274043  0.00246273 -0.08099037  0.03295157  0.00647617
 -0.04871061  0.03148676]",0.011351831514408394,0.00568079948425293,"[-0.0060078  -0.01023332 -0.01953751  0.05562081  0.0195674   0.01988196
  0.08959782  0.01208102]",0.012596213513761884,0.09228348731994629,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",4204554059,"[-0.0057865  -0.01197213 -0.02077807  0.00950883 -0.01171623 -0.03164437
  0.04985045 -0.08640693]",0.011838390682287972,0.005430459976196289,"[ 0.07536501  0.02482225  0.04772336  0.05885387  0.01630307 -0.06098845
 -0.06738102 -0.01048567]",0.020650286640457458,0.07768607139587402,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",2028053869,"[-0.0205138  -0.00612616  0.0715664  -0.05240252  0.01914744 -0.01679228
 -0.00564124  0.09110446]",0.017305293802154578,0.0025720596313476562,"[ 0.06633864  0.05216346  0.03313262  0.0190692  -0.05253378 -0.03834818
 -0.07151119  0.01496155]",0.018198288137484416,0.038100481033325195,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",259495031,"[-0.01089261 -0.05625177  0.01045021  0.04472727  0.04713224  0.00384178
 -0.03746573  0.00308566]",0.009042934101563732,0.005248546600341797,"[-0.02630056  0.15108666 -0.04909273  0.00677719  0.01799386  0.03767462
 -0.05990811 -0.02657047]",0.03195174998476666,0.06641769409179688,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",470475814,"[ 0.01440494 -0.02439183 -0.02657938 -0.03813719  0.00606599 -0.00728175
 -0.01654234 -0.05633292]",0.006526210182668356,0.004025459289550781,"[-0.06639383 -0.08369667 -0.01561345  0.03912344  0.00587194 -0.09774284
 -0.02179066 -0.10025043]",0.033362220398352176,0.03936457633972168,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",947380072,"[-0.02329174 -0.06427244 -0.02111466  0.01915126  0.00198975 -0.03868449
 -0.08509799  0.040515  ]",0.015852056289762582,0.005214214324951172,"[ 0.01146434  0.01657336  0.02661006 -0.0449133  -0.06687247  0.00413807
  0.00431026  0.03168628]",0.008691014789890063,0.1047821044921875,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",1369685350,"[-0.02487519 -0.04113704  0.02310904 -0.05972059  0.03663815  0.00865973
 -0.02686155  0.05210776]",0.011226982888063482,0.004052400588989258,"[ 0.08727608  0.06222208  0.0210311  -0.04923874  0.00544791  0.04300138
  0.04553577 -0.0537029 ]",0.021179329973924167,0.09724903106689453,ok
m,1,8000,1,0.6,8,uniform,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]",2690882795,"[-0.02103565 -0.07241258 -0.07991961 -0.04438495  0.01467527  0.02289107
  0.02305333 -0.06571967]",0.01955122287232392,0.004936695098876953,"[ 0.04178564  0.02601608  0.04416232 -0.00574501 -0.00879562 -0.07184609
  0.02260973  0.00077499]",0.010201303610244706,0.054286956787109375,ok
