param_name,param_value,n,m,alpha,d,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,girgis_estimate,girgis_mse,girgis_time,status
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",4204554059,"[-0.00541421 -0.06950944 -0.11000124 -0.07509736  0.01578953  0.08131095
  0.05992413 -0.04270643]",0.034874030395271656,0.004285573959350586,"[-0.10213713  0.03435488 -0.0046591  -0.03904074 -0.13127701  0.04123886
 -0.02376631 -0.01957673]",0.033036735507940874,0.015884876251220703,"[-0.63390154  0.13482664 -0.52578969  0.61200411 -0.12770528  0.13993704
 -0.0821142   0.28112153]",1.192673166905142,0.9389276504516602,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",781020512,"[-0.07222167  0.02903364 -0.02526075 -0.03005059  0.02050121 -0.01519124
  0.00219284 -0.00767398]",0.008315182308742876,0.003759145736694336,"[ 0.10585024 -0.18749515 -0.02010415  0.02663265 -0.07560412  0.03709453
 -0.04467737  0.16825846]",0.08487111186924218,0.0288393497467041,"[ 0.17060428  0.00525242 -0.42952686 -0.14739829  0.24582616  0.48178582
 -0.838866   -0.87199748]",1.991981675317076,0.9619646072387695,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",2678185529,"[-0.09861231 -0.07745415  0.01429825 -0.03512852  0.09467935 -0.03386168
  0.01940461  0.09575269]",0.036817679737663186,0.0018951892852783203,"[ 0.184       0.02095008  0.10036537  0.07106632 -0.25424725 -0.04208775
 -0.03816147  0.01435435]",0.11749450810756708,0.00805521011352539,"[-0.04357297  0.02942122 -0.25991846 -0.01967506 -0.01066219 -1.32526752
  0.31682364 -0.61421382]",2.3047725212955936,1.123537302017212,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",947380072,"[ 0.11302936 -0.06741507  0.02795266 -0.03127719 -0.0194987  -0.03950424
 -0.06044504 -0.02717987]",0.02541868420684038,0.0037689208984375,"[ 0.1667445  -0.03281869 -0.03520137  0.13985255 -0.0392637  -0.02912621
  0.10347041  0.15653462]",0.08725515914231187,0.02454686164855957,"[-0.26680337 -0.47530087  0.2205111  -0.33567047  0.05252737 -0.40023124
 -0.31589661 -0.25012317]",0.7837846580873631,1.1037440299987793,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",259495031,"[ 0.01473931 -0.0176199   0.05598104  0.10100777 -0.11744937 -0.00304262
  0.02409031 -0.02081863]",0.028681753613214057,0.0037360191345214844,"[ 0.01731409  0.06882808  0.09408153  0.03060636 -0.01679565  0.18864372
 -0.01012647  0.05333694]",0.05364371828261456,0.028255701065063477,"[ 0.51415664 -0.25615631  0.14290112 -0.46852328 -0.15570281  0.63938393
  0.59159841  0.3975015 ]",1.5109678699837545,1.1370265483856201,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",727841268,"[ 0.06477493  0.01875664 -0.08714719 -0.08575512 -0.01448186 -0.10087521
  0.05181384 -0.12924932]",0.04926994347018267,0.0014977455139160156,"[ 0.00484641  0.14016246  0.16240828 -0.24309633 -0.01754611  0.00077217
 -0.03545832  0.01636407]",0.10697499726090375,0.007986307144165039,"[ 0.38084293  0.56079349 -0.2407149  -0.79995573 -0.29526785  0.30346154
 -0.26589242 -0.42815701]",1.590687652817865,1.1678295135498047,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",1369685350,"[-0.03208031 -0.16211374  0.03210217 -0.00240891  0.05640086 -0.03708912
 -0.02118443  0.0343077 ]",0.03453419800953023,0.0035805702209472656,"[-0.11275176  0.03878154 -0.00893487  0.17120824  0.02601975 -0.14615764
  0.00222729 -0.06323377]",0.06965539761342303,0.029022693634033203,"[-0.12228725  0.21944293  0.06620915  0.20083616  0.16789872 -0.2645438
  0.61225718  0.57602558]",0.9126066687575353,1.1555898189544678,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",2028053869,"[ 0.1064813   0.05309549 -0.02646558 -0.03186074 -0.02204033 -0.02667626
  0.08930717 -0.11125344]",0.037424173937644425,0.0035834312438964844,"[-0.10529818 -0.04080619  0.16932056 -0.12146256  0.01687036 -0.13766875
 -0.07844963 -0.04154879]",0.08328516806179062,0.028337478637695312,"[-0.19903633 -0.15545861 -0.85462    -0.24176037 -0.3491019  -0.05970648
 -0.47659171  0.02266828]",1.2056406100591737,1.169668436050415,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",3452587823,"[-0.00953083  0.00728799  0.06030915  0.11083926  0.02538425 -0.08537289
  0.07961811  0.06063335]",0.03402822390030706,0.001745462417602539,"[-0.10190558  0.15294115 -0.06300523  0.091098    0.08979262  0.08934916
  0.19702847  0.07204273]",0.10612895999693218,0.011017560958862305,"[-0.04726314 -0.1394504  -0.61758679 -0.02526404 -0.42155161  0.48203482
  0.80395305  0.44387276]",1.657184545038525,0.8645715713500977,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",1051880743,"[-0.01642945  0.14409119 -0.07318042 -0.08252456  0.04649734 -0.05805157
 -0.10343375  0.14018206]",0.06907946671680819,0.0034716129302978516,"[ 0.13174239 -0.00989117 -0.01526225  0.00205382 -0.04450217  0.05912227
  0.02198421 -0.00385375]",0.023662443349962262,0.027295827865600586,"[ 0.39231867 -1.05216986 -0.26548056 -0.6491891   0.75691087  0.65539934
 -0.36098759  0.65982986]",3.3210490658082756,1.0731403827667236,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",470475814,"[-0.15107043  0.05180392 -0.03001635  0.07901153  0.06969183 -0.08874549
 -0.12615355  0.0647069 ]",0.06548193569315643,0.0033516883850097656,"[-0.1000434  -0.14978597  0.07600098  0.024       0.04963533 -0.07515788
 -0.01697037 -0.056     ]",0.05032884431521429,0.02805042266845703,"[-0.57438518  0.375918   -0.1589598  -0.48392323  0.08079626  0.56554167
 -0.05137997 -0.20536908]",1.1018567532560042,1.1552293300628662,ok
m,5,2000,5,0.6,8,uniform,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",4125618433,"[ 0.13698552  0.01696267  0.1667092   0.10157964 -0.11264257 -0.01855064
 -0.1100907   0.07053288]",0.08728120311808155,0.0031900405883789062,"[-0.03644365 -0.09402833 -0.05515927  0.02391455  0.03312961  0.13191939
 -0.00871739  0.04395678]",0.03429098535672587,0.02833700180053711,"[-0.11069329 -0.20757798  1.03181686 -0.19570709 -0.17378781  0.69932044
 -0.53646031 -0.84117936]",2.67292491292738,1.0541629791259766,ok
