param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,status
n,40,40,40,0.6,normal,0.3,781020512,0.1315775490981521,0.020569811154931904,0.00042557716369628906,0.026450486851694877,0.0014664865229982195,0.0006597042083740234,ok
n,40,40,40,0.6,normal,0.3,2678185529,-0.1132364598424016,0.033333201447491814,0.00028586387634277344,-0.08428593105512519,0.023600117031862947,0.0005259513854980469,ok
n,40,40,40,0.6,normal,0.3,727841268,-0.10264339084332247,0.005463314245582675,0.00027871131896972656,0.08834502890987657,0.013706364561478293,0.0005090236663818359,ok
n,40,40,40,0.6,normal,0.3,4204554059,-0.3569312076131033,0.058275118119523066,0.00042247772216796875,-0.24088003491730658,0.015712929871873896,0.0005900859832763672,ok
n,40,40,40,0.6,normal,0.3,947380072,0.04212242260643273,0.002965222401126022,0.0002498626708984375,-0.2,0.08795748885697904,0.0004956722259521484,ok
n,40,40,40,0.6,normal,0.3,259495031,-0.04053237670326518,0.01929940482283383,0.0003273487091064453,-0.047883814097027244,0.02139600560416754,0.0005426406860351562,ok
n,40,40,40,0.6,normal,0.3,2028053869,-0.14658408340764428,0.017721682523111834,0.0002238750457763672,0.035714637692855475,0.0024182702396509733,0.0004749298095703125,ok
n,40,40,40,0.6,normal,0.3,1369685350,-0.15332460722399463,0.008218499490004158,0.0002319812774658203,-0.3659239464802762,0.09196376450625962,0.00047397613525390625,ok
n,40,40,40,0.6,normal,0.3,470475814,-0.39148696198449384,0.2676870613704223,0.0002491474151611328,0.0,0.015850272941212905,0.0005278587341308594,ok
n,40,40,40,0.6,normal,0.3,1051880743,0.011812578762366145,7.150715744315625e-05,0.00021505355834960938,-0.17904494382223116,0.03327024595333502,0.0005238056182861328,ok
n,40,40,40,0.6,normal,0.3,2690882795,0.0664784989528056,0.012084234592333508,0.0002925395965576172,0.4674490003303081,0.2610176012897722,0.0005049705505371094,ok
n,40,40,40,0.6,normal,0.3,4125618433,-0.18876400690126222,0.05661586793864037,0.00027751922607421875,0.2824610871891037,0.05442151908917481,0.0004889965057373047,ok
n,40,40,40,0.6,normal,0.3,2320123009,-0.2728017728743686,0.14707118905566102,0.00026035308837890625,-0.046440828771051615,0.024692248167478507,0.0005123615264892578,ok
n,40,40,40,0.6,normal,0.3,1472501943,-0.11440542044006091,0.009833665470067967,0.0002770423889160156,-0.10991017988737414,0.008962333038361525,0.0005013942718505859,ok
n,40,40,40,0.6,normal,0.3,2954173373,0.23553530002732095,0.0364261690599123,0.0002524852752685547,0.023349965963544328,0.00045492302163016834,0.0005574226379394531,ok
n,40,40,40,0.6,normal,0.3,3452587823,0.047682035865828844,1.3181975599103844e-05,0.0005033016204833984,-0.2919952369813129,0.11292729976010987,0.0006883144378662109,ok
n,40,40,40,0.6,normal,0.3,1346599503,0.39081756774017445,0.1107329405554505,0.0002734661102294922,0.1,0.0017596369077603087,0.0005006790161132812,ok
n,40,40,40,0.6,normal,0.3,2841777980,0.3122231890709083,0.07370641135434541,0.002195119857788086,-0.025891839165286257,0.0044389946964441505,0.0007243156433105469,ok
n,40,40,40,0.6,normal,0.3,1989427189,0.19783013280023987,0.034822459512168974,0.00024962425231933594,-0.17233155305606818,0.03369204033327929,0.0005102157592773438,ok
n,40,40,40,0.6,normal,0.3,3926379781,0.3841277138077571,0.05192784565564337,0.0002543926239013672,0.12200715120679777,0.001172633822817575,0.0005247592926025391,ok
n,40,40,40,0.6,normal,0.3,2387800701,-0.02367423098249919,0.000552453464702512,0.0006554126739501953,0.038113976300659755,0.0014656553641508021,0.0005793571472167969,ok
n,40,40,40,0.6,normal,0.3,4243162185,-0.2443235556036427,0.08222688393695657,0.00026726722717285156,0.0030571774968205954,0.0015501206071314832,0.0005025863647460938,ok
n,40,40,40,0.6,normal,0.3,312743187,0.10674756595370544,0.014101504182570591,0.00027632713317871094,0.1,0.012544490228558698,0.0005366802215576172,ok
n,40,40,40,0.6,normal,0.3,1803210951,0.06564078117222448,0.008180506607959166,0.00027298927307128906,0.08703743772174066,0.012508814067046388,0.00048828125,ok
n,40,40,40,0.6,normal,0.3,2390268618,0.018894870096406537,0.00011252657402789186,0.0009324550628662109,-0.3,0.09504088407442257,0.0006051063537597656,ok
n,40,40,40,0.6,normal,0.3,1139351029,0.23177592699820712,0.05382707695558878,0.00023794174194335938,-0.1,0.009953912369098318,0.0005311965942382812,ok
n,40,40,40,0.6,normal,0.3,3194031095,-0.29681423417377056,0.050984731920980485,0.00023984909057617188,0.35898118877599094,0.18489779304239304,0.0005118846893310547,ok
n,40,40,40,0.6,normal,0.3,3387436816,-0.18495063941903456,0.0567410647716961,0.00030875205993652344,0.08214980352399515,0.0008350142219859579,0.0004956722259521484,ok
n,40,40,40,0.6,normal,0.3,1100160589,0.056043322859357564,0.0003624856812454639,0.0002529621124267578,0.06751262473403688,5.730118860038707e-05,0.0005884170532226562,ok
n,40,40,40,0.6,normal,0.3,1863184316,0.13469250849076242,0.01725837089226579,0.0003237724304199219,-0.448381256641767,0.2040352805748641,0.0012938976287841797,ok
n,40,40,40,0.6,normal,0.3,1705053442,0.127886728559077,0.03029842926195571,0.00029158592224121094,0.1,0.02136792331323933,0.0005090236663818359,ok
n,40,40,40,0.6,normal,0.3,2142071295,-0.16072022424929133,0.0583375844716545,0.00021576881408691406,-0.1725730446624064,0.06420373864936549,0.00047206878662109375,ok
n,40,40,40,0.6,normal,0.3,845025431,-0.05313393291182422,0.0008952301456589921,0.0002484321594238281,-0.08830769564084014,0.004237249606941799,0.0019299983978271484,ok
n,40,40,40,0.6,normal,0.3,3329482216,-0.031301344384303396,0.00043680720134571337,0.000240325927734375,0.6,0.42536650628229467,0.0005295276641845703,ok
n,40,40,40,0.6,normal,0.3,1974704002,0.10045360737116465,0.002025627237460909,0.00026297569274902344,0.1844401321092663,0.016639321366270072,0.0005068778991699219,ok
n,40,40,40,0.6,normal,0.3,4045147272,0.4040617074165905,0.215763403666839,0.00037407875061035156,0.4,0.2120065473675916,0.0005977153778076172,ok
n,40,40,40,0.6,normal,0.3,378778862,-0.2572171227737628,0.04615507767089247,0.0002696514129638672,-0.27264134325510797,0.053020380889852475,0.0005247592926025391,ok
n,40,40,40,0.6,normal,0.3,1972023672,-0.11647595615928107,0.03456023367742805,0.0002620220184326172,-0.2,0.07259137872226752,0.0005061626434326172,ok
n,40,40,40,0.6,normal,0.3,4214505796,-0.24095829365980423,0.01448819262222776,0.0003180503845214844,-0.34388556610595494,0.04986029117091345,0.0006301403045654297,ok
n,40,40,40,0.6,normal,0.3,1531504262,-0.11322167228072111,0.006342155255122327,0.00021529197692871094,-0.15773393749311082,0.015413201381144444,0.00048422813415527344,ok
n,40,40,40,0.6,normal,0.3,1402619146,-0.16177323188257478,0.05153049059595565,0.00026988983154296875,-0.1,0.02730096986736734,0.0005238056182861328,ok
n,40,40,40,0.6,normal,0.3,3805239392,0.04737594199301606,0.0005163688862390749,0.00026988983154296875,0.1224609259868712,0.009566548756146832,0.0004913806915283203,ok
n,40,40,40,0.6,normal,0.3,1203735892,-0.4378828766596648,0.16159182727776744,0.00028896331787109375,-0.11604274236824912,0.0064231769808594215,0.0004909038543701172,ok
n,40,40,40,0.6,normal,0.3,1341160856,-0.08458799381099845,0.0076440200305053834,0.0002696514129638672,-0.1,0.010576496034661499,0.0005273818969726562,ok
n,40,40,40,0.6,normal,0.3,1571121076,-0.11796623219919616,0.0029517529199888856,0.0002963542938232422,-0.029434324779193943,0.00116976794049888,0.000682830810546875,ok
n,40,40,40,0.6,normal,0.3,749546756,0.2200208504265357,0.015336297448011238,0.0003075599670410156,0.0,0.009250793386280879,0.0006513595581054688,ok
n,40,40,40,0.6,normal,0.3,192949088,-0.4519129754223077,0.2178369504882765,0.00029850006103515625,0.10609487447131868,0.008331634618734863,0.0004947185516357422,ok
n,40,40,40,0.6,normal,0.3,4065730800,0.02822352981852998,0.0031060912634279167,0.0002779960632324219,0.1139598582640867,0.020013377911336113,0.0005142688751220703,ok
n,40,40,40,0.6,normal,0.3,3116093383,0.012918753728562465,0.002500710387806808,0.00023794174194335938,-0.023222496368684176,0.00019226188707827905,0.000484466552734375,ok
n,40,40,40,0.6,normal,0.3,1538947423,-0.09513114174016513,0.0017186891715564611,0.00024819374084472656,0.0,0.0028809053057788454,0.0005004405975341797,ok
n,440,440,40,0.6,normal,0.3,3149462701,0.03199588353860086,0.0014720921115665097,0.00040721893310546875,-0.06292535077462215,0.0031982849855139092,0.008104562759399414,ok
n,440,440,40,0.6,normal,0.3,567857515,0.04860704185303073,0.0017582040020715228,0.0017745494842529297,0.06755121549570553,0.003705779857040609,0.005331277847290039,ok
n,440,440,40,0.6,normal,0.3,839291543,-0.14537571134811336,0.003597153519181601,0.0006139278411865234,-0.0025364226369070783,0.006866279101671073,0.006310462951660156,ok
n,440,440,40,0.6,normal,0.3,3607595641,-0.059056995144555945,0.011379525085731569,0.0005133152008056641,0.07810504303776597,0.0009294682250858558,0.004075288772583008,ok
n,440,440,40,0.6,normal,0.3,3935420626,-0.015414636820014812,0.00041248642715317546,0.000400543212890625,-0.03354517527494126,0.0014776566889514319,0.003920078277587891,ok
n,440,440,40,0.6,normal,0.3,2965783971,-0.010957225871241372,0.002330394257130398,0.00047969818115234375,0.03499475645739771,5.392496314054875e-06,0.005805492401123047,ok
n,440,440,40,0.6,normal,0.3,2878366397,0.07470303946062591,0.01716280981592294,0.00037288665771484375,0.010319449241752569,0.004438666407173799,0.0038352012634277344,ok
n,440,440,40,0.6,normal,0.3,3722008050,0.06450177661903396,0.0010722053043640508,0.0003914833068847656,-0.06215218615125813,0.008818978524816869,0.005373954772949219,ok
n,440,440,40,0.6,normal,0.3,1297834098,-0.0260470643628893,5.8462334785474723e-05,0.0004951953887939453,-0.005943936249277606,0.000155178381010011,0.004193305969238281,ok
n,440,440,40,0.6,normal,0.3,4158125581,-0.011405231077849833,0.00020882695378937117,0.0003542900085449219,0.05577994271073469,0.002780909313907899,0.0039768218994140625,ok
n,440,440,40,0.6,normal,0.3,3668915175,-0.011936050447620831,0.01009410445877431,0.0003924369812011719,-0.06391940999909074,0.0023508981078336736,0.0042362213134765625,ok
n,440,440,40,0.6,normal,0.3,3690036118,0.048254718988058505,0.007860931305835277,0.0003829002380371094,-0.02545658226633103,0.00022352019952871758,0.003992795944213867,ok
n,440,440,40,0.6,normal,0.3,1671550611,0.03201005922111143,1.3205922690766248e-07,0.0003955364227294922,0.029297394271865368,9.462172752458335e-06,0.003922224044799805,ok
n,440,440,40,0.6,normal,0.3,1331297472,0.05687241505105487,0.0014790032199405538,0.00037932395935058594,0.0014627663718552357,0.0002873648037747568,0.0039217472076416016,ok
n,440,440,40,0.6,normal,0.3,4147998539,-0.0032448315972274677,0.00045827698142925023,0.0004978179931640625,0.13766457257990294,0.01428072784866636,0.004031181335449219,ok
