param_name,param_value,n,m,alpha,distribution,true_mean,seed,dame_estimate,dame_mse,dame_time,kent_estimate,kent_mse,kent_time,status
m,1,8000,1,0.6,standard_t,0.3,781020512,0.04306164671730086,0.21518881767687034,0.001405954360961914,0.019837065971763084,0.23727524429745092,0.04968881607055664,ok
m,1,8000,1,0.6,standard_t,0.3,2678185529,0.024400729953580717,0.009350445641603979,0.0019326210021972656,-0.0006886387536449341,0.01483209067900857,0.04340553283691406,ok
m,1,8000,1,0.6,standard_t,0.3,727841268,-0.0029607914746472125,0.011824093984974231,0.0029871463775634766,-0.012026331597278402,0.013877827190029385,0.08122754096984863,ok
m,1,8000,1,0.6,standard_t,0.3,4204554059,0.06455998861470244,0.24104424456291254,0.0029973983764648438,0.014084216533080434,0.29315547763856964,0.09293603897094727,ok
m,1,8000,1,0.6,standard_t,0.3,947380072,-0.02760401196763859,0.06141896422219206,0.0018157958984375,-0.009525231434112096,0.07070668056386437,0.08167839050292969,ok
m,1,8000,1,0.6,standard_t,0.3,259495031,0.0366201865965266,0.04237010504193203,0.002942800521850586,0.025350616890055935,0.04713656466950712,0.0884697437286377,ok
m,1,8000,1,0.6,standard_t,0.3,1369685350,-0.02122973951543935,0.1020803559920123,0.0027337074279785156,0.012805694492873047,0.12498742038248535,0.0830683708190918,ok
m,1,8000,1,0.6,standard_t,0.3,4125618433,-0.06549159942831816,0.43262912257887076,0.0014314651489257812,0.007575225194516676,0.5340866313862573,0.04199814796447754,ok
m,1,8000,1,0.6,standard_t,0.3,2320123009,0.013881877285576827,0.027777908848987853,0.0031402111053466797,-0.0032384136940997567,0.033777790335956494,0.042166948318481445,ok
m,1,8000,1,0.6,standard_t,0.3,1051880743,0.005546676704761054,0.023898494959874842,0.0028755664825439453,-0.024312061669322156,0.03402184639439856,0.08751893043518066,ok
m,1,8000,1,0.6,standard_t,0.3,2028053869,-0.00824497552046416,0.009417620909529432,0.00307464599609375,-0.01711328099640378,0.0077750284958622564,0.10277843475341797,ok
m,1,8000,1,0.6,standard_t,0.3,470475814,0.013032123037024617,0.014860748138810035,0.0027298927307128906,-0.01294733018637466,0.009201646876064153,0.09310150146484375,ok
m,1,8000,1,0.6,standard_t,0.3,2690882795,-0.005947954848994431,0.09475956458936478,0.002421140670776367,-0.016262065799295167,0.10121593958881006,0.09545278549194336,ok
m,1,8000,1,0.6,standard_t,0.3,1472501943,-0.013562190283023757,8.871658266787938e-05,0.002192258834838867,-0.0006245873013946444,0.0004998153747402007,0.0905458927154541,ok
m,1,8000,1,0.6,standard_t,0.3,2387800701,0.01844952991812944,0.16997137358469505,0.002367734909057617,-0.007770023161950638,0.1922782154288605,0.029129981994628906,ok
m,1,8000,1,0.6,standard_t,0.3,2954173373,0.024207476214993074,0.07769005703863013,0.0012328624725341797,-2.0384373795785394e-05,0.09178307849883191,0.06914210319519043,ok
m,1,8000,1,0.6,standard_t,0.3,1989427189,0.009656792088450881,0.00784038268802679,0.0015425682067871094,0.014130620710675605,0.008652676511530875,0.0458219051361084,ok
m,1,8000,1,0.6,standard_t,0.3,2841777980,-0.0027673928913094182,0.0030654755183934187,0.0012445449829101562,-0.001544453058125507,0.0029315507250597056,0.05055642127990723,ok
m,1,8000,1,0.6,standard_t,0.3,312743187,-0.020390053381500996,0.010993185783030886,0.0011191368103027344,-0.0036598369705731965,0.014781358577462607,0.034987688064575195,ok
m,1,8000,1,0.6,standard_t,0.3,3452587823,0.0011443203765813515,0.0352895414715189,0.0011365413665771484,0.01680903830735654,0.04142031940586551,0.09953713417053223,ok
m,1,8000,1,0.6,standard_t,0.3,1346599503,-0.005528950532507289,0.006184609163169525,0.0016620159149169922,-0.014314763899598194,0.004879926782803832,0.09068703651428223,ok
m,1,8000,1,0.6,standard_t,0.3,3926379781,0.0021696715686139296,0.041947394191783935,0.002506256103515625,-0.005742209366653334,0.045250866690581246,0.07633686065673828,ok
m,1,8000,1,0.6,standard_t,0.3,1803210951,-0.002075408497656005,0.04158173382228792,0.0015041828155517578,0.03383045570221779,0.028227404715098818,0.05307507514953613,ok
m,1,8000,1,0.6,standard_t,0.3,2390268618,-0.03599264496795573,0.11566039259913899,0.0018298625946044922,0.00015866438705138165,0.14155662067703262,0.06497740745544434,ok
m,1,8000,1,0.6,standard_t,0.3,4243162185,-0.014706344129749171,0.001248090603954828,0.002617359161376953,0.02314002252815328,6.340529753236348e-06,0.0765681266784668,ok
m,1,8000,1,0.6,standard_t,0.3,1139351029,0.020613033713271608,0.02714595653729693,0.0016176700592041016,-0.013898256957865864,0.039709166946822194,0.0649874210357666,ok
m,1,8000,1,0.6,standard_t,0.3,1100160589,-0.02783631729010659,0.022248363800066034,0.0027303695678710938,0.01312615701661132,0.03614611957076085,0.04909229278564453,ok
m,1,8000,1,0.6,standard_t,0.3,3387436816,0.036626424047088796,0.001741475425840528,0.002743959426879883,-0.002352417632632811,0.0065140767353204084,0.05273866653442383,ok
m,1,8000,1,0.6,standard_t,0.3,845025431,0.032324391442648405,0.18010173678153327,0.0017714500427246094,0.03864946621977993,0.1747732229200591,0.05300498008728027,ok
m,1,8000,1,0.6,standard_t,0.3,1863184316,-0.009151196524348384,0.03367377005040797,0.003103494644165039,-0.0032944088847725694,0.03155858243308712,0.09449005126953125,ok
m,1,8000,1,0.6,standard_t,0.3,3194031095,-0.03285417040402938,0.04007775319723592,0.0026607513427734375,-0.028054599490297347,0.04202248244773153,0.09979796409606934,ok
m,1,8000,1,0.6,standard_t,0.3,1705053442,-0.027172791492647477,0.014141523470320803,0.0010602474212646484,0.020270140212599853,0.0051087050697592295,0.09021878242492676,ok
m,1,8000,1,0.6,standard_t,0.3,3329482216,0.018456610820743916,0.004347713923215911,0.0017147064208984375,0.009927609888935027,0.005545214606184565,0.08055758476257324,ok
m,1,8000,1,0.6,standard_t,0.3,4045147272,0.004198731119720389,0.010084107202005175,0.0018339157104492188,0.017495215384283672,0.007590446958542119,0.05314803123474121,ok
m,1,8000,1,0.6,standard_t,0.3,2142071295,0.04656816756828965,0.3748925505112771,0.0010089874267578125,0.0013774607836984094,0.43227390693702894,0.08961153030395508,ok
m,1,8000,1,0.6,standard_t,0.3,4214505796,-0.007141851336729843,0.02601740348660238,0.006276607513427734,0.003174836490003936,0.02279569236675282,0.045444488525390625,ok
m,1,8000,1,0.6,standard_t,0.3,378778862,0.014735813727374291,0.06568771328476439,0.0015532970428466797,0.0031618754863576323,0.07175438080877909,0.058878183364868164,ok
m,1,8000,1,0.6,standard_t,0.3,1974704002,0.028824656596041644,0.11519541776375705,0.001249551773071289,-0.005419191758777172,0.13961309168895183,0.08940839767456055,ok
m,1,8000,1,0.6,standard_t,0.3,1972023672,-0.0021454653373996625,0.00028174889224031447,0.0028226375579833984,-0.007261898077674476,0.0001361642679283371,0.05520987510681152,ok
m,1,8000,1,0.6,standard_t,0.3,3805239392,0.017162452726606475,0.03920585671901896,0.0019259452819824219,0.031738315283396476,0.033646134234184326,0.049747467041015625,ok
m,1,8000,1,0.6,standard_t,0.3,1402619146,0.01731678653592558,0.046643966185260365,0.0025815963745117188,-0.02582316811160482,0.06713907870729334,0.07569098472595215,ok
m,1,8000,1,0.6,standard_t,0.3,1571121076,-0.03533699910919492,0.11403494077077246,0.0025374889373779297,0.009212042597569706,0.1461071430609698,0.05098891258239746,ok
m,1,8000,1,0.6,standard_t,0.3,192949088,0.050211620123946366,0.31776959891579537,0.0015344619750976562,0.014749103681445826,0.35900837921153567,0.04976177215576172,ok
m,1,8000,1,0.6,standard_t,0.3,1341160856,-0.02096558272221282,0.019043769082561987,0.0026671886444091797,-0.006703752283723778,0.01531092755359906,0.07428264617919922,ok
m,1,8000,1,0.6,standard_t,0.3,1531504262,0.009786617163641409,0.1629227069898841,0.0026030540466308594,0.005733822492862073,0.16621084668688021,0.10660552978515625,ok
m,1,8000,1,0.6,standard_t,0.3,1203735892,-0.02064899080906667,0.12583274488328391,0.0022263526916503906,-0.015728969353213298,0.1293475012060251,0.10210633277893066,ok
m,1,8000,1,0.6,standard_t,0.3,749546756,0.03591401656209809,0.07075264885300107,0.0027229785919189453,-0.011987502578666908,0.09853020908717115,0.09258556365966797,ok
m,1,8000,1,0.6,standard_t,0.3,4065730800,-0.021260133676168164,0.03805465866659199,0.0016944408416748047,0.019008451280392837,0.055387089219909605,0.08082294464111328,ok
m,1,8000,1,0.6,standard_t,0.3,1538947423,0.0009415965273006823,0.00014280188047119676,0.0011870861053466797,0.013187725267477387,0.0005854513916005849,0.05289816856384277,ok
m,1,8000,1,0.6,standard_t,0.3,3116093383,0.03469724501356965,0.2686450428082382,0.0026094913482666016,0.03149460086888681,0.271975223393084,0.08326840400695801,ok
m,41,8000,41,0.6,standard_t,0.3,567857515,-0.08520348501494444,0.04315462788476723,0.005211830139160156,-0.013197965033932278,0.07825583266415594,0.06783938407897949,ok
m,41,8000,41,0.6,standard_t,0.3,3607595641,0.04144751843406374,0.0032972175997046656,0.0064961910247802734,0.00733584052588149,0.008378305023631075,0.07402753829956055,ok
m,41,8000,41,0.6,standard_t,0.3,3149462701,0.13342068035740567,0.10648555214700015,0.0037736892700195312,0.037394532071381825,0.17837731700274234,0.0720832347869873,ok
m,41,8000,41,0.6,standard_t,0.3,2878366397,-0.06343856422292113,0.032598461621852017,0.0032608509063720703,-0.014097004968273222,0.05285033162390572,0.08748531341552734,ok
m,41,8000,41,0.6,standard_t,0.3,839291543,-0.045542673988125164,0.000667467418327895,0.0043828487396240234,-0.01985751038045286,2.2568212449821474e-08,0.11593198776245117,ok
m,41,8000,41,0.6,standard_t,0.3,2965783971,-0.19122498073727948,0.10364819071113314,0.003907203674316406,-0.03810944678023368,0.2256819320268726,0.11208176612854004,ok
m,41,8000,41,0.6,standard_t,0.3,3935420626,0.12719209581015026,0.042267036226536776,0.003759622573852539,0.04494416606194829,0.08285037716648176,0.11886954307556152,ok
m,41,8000,41,0.6,standard_t,0.3,1297834098,-0.06061367351037531,0.008508843968405927,0.0024733543395996094,-0.006579648176842721,0.021397083774408333,0.05170559883117676,ok
m,41,8000,41,0.6,standard_t,0.3,3722008050,-0.017436334149872192,0.002476064631696023,0.0034058094024658203,-0.02025457115084178,0.0022035357469021217,0.11419844627380371,ok
m,41,8000,41,0.6,standard_t,0.3,3668915175,-0.0632959921152306,0.012255003515430879,0.0019545555114746094,-0.02538623301925229,0.0220855498680366,0.08271646499633789,ok
m,41,8000,41,0.6,standard_t,0.3,4147998539,0.06012507315814319,0.02467215791139207,0.0021636486053466797,-0.0331052119557873,0.06265210198249825,0.06778144836425781,ok
m,41,8000,41,0.6,standard_t,0.3,4158125581,-0.16232565455152076,0.11020602859770474,0.003702878952026367,-0.0384092558003046,0.20783508328944864,0.11161994934082031,ok
m,41,8000,41,0.6,standard_t,0.3,3690036118,-0.05987323459127727,0.013836687439436314,0.0035746097564697266,-0.0191570857747272,0.025073328573214503,0.0854034423828125,ok
m,41,8000,41,0.6,standard_t,0.3,1671550611,0.1593107568350751,0.06606867354997509,0.003644227981567383,0.027650349811193513,0.1510866634941422,0.06564021110534668,ok
m,41,8000,41,0.6,standard_t,0.3,3425846353,-0.03687507455718608,0.02647118929718785,0.0029976367950439453,-0.010167488045571922,0.035875116594723984,0.08718752861022949,ok
